right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_hand_x,right_hand_y,right_hand_z,right_hand_rotation_angle_value
0.023980602622032166,0.20888838171958923,0.4150571823120117,-0.017583347856998444,-0.04570084065198898,0.6867364645004272,-0.15181191265583038,0.03581254556775093,0.8035144805908203,
0.015423881821334362,0.2323022484779358,0.445330947637558,-0.010874511674046516,-0.039451971650123596,0.5814997553825378,-0.1509835124015808,0.035505931824445724,0.8153442740440369,
-0.02053137868642807,0.2508593499660492,0.49562668800354004,0.0027223508805036545,0.033362749963998795,0.7299505472183228,-0.16624996066093445,0.034093789756298065,0.8095623254776001,
-0.043521698564291,0.29243436455726624,0.5024307370185852,0.017609117552638054,0.13350650668144226,0.7025648355484009,-0.3266455829143524,-0.004292071331292391,0.5088502168655396,
-0.04471953213214874,0.2976335287094116,0.4961298406124115,-0.009889192879199982,0.1617485135793686,0.647346019744873,-0.20164023339748383,0.04450957104563713,0.720585286617279,
-0.04147195443511009,0.29713568091392517,0.4893360435962677,0.019243713468313217,0.1587715446949005,0.671418309211731,-0.21016497910022736,0.05700814351439476,0.7031791806221008,
-0.01808948442339897,0.2815266251564026,0.4754822552204132,0.042233798652887344,0.12968790531158447,0.6795368194580078,-0.22154344618320465,0.06736838817596436,0.7006819248199463,
0.0011033815098926425,0.24846571683883667,0.42676156759262085,0.05561872199177742,0.0777212455868721,0.6277387142181396,-0.2130550742149353,0.07991238683462143,0.6531981825828552,
0.0407419428229332,0.21484921872615814,0.49948883056640625,0.054422616958618164,0.027261322364211082,0.6632687449455261,-0.2130550742149353,0.07991238683462143,0.6531981825828552,106.80566941307175
-0.006291896104812622,0.23845241963863373,0.517166018486023,0.02769714593887329,0.11486704647541046,0.6555826663970947,-0.2130550742149353,0.07991238683462143,0.6531981825828552,108.48779417627973
-0.10024663805961609,0.2968912124633789,0.5262877941131592,-0.019124414771795273,0.18088777363300323,0.6649198532104492,-0.2130550742149353,0.07991238683462143,0.6531981825828552,105.9389215489528
-0.18324218690395355,0.3198562562465668,0.4586747884750366,-0.14410141110420227,0.21671058237552643,0.5523116588592529,-0.3738974332809448,0.25021979212760925,0.8221026659011841,81.00593179495648
-0.18267367780208588,0.34108614921569824,0.5099298357963562,-0.11816035211086273,0.2247719019651413,0.5889139175415039,-0.3738974332809448,0.25021979212760925,0.8221026659011841,77.68327815296554
0.09791835397481918,0.2205684334039688,0.48820459842681885,0.19231991469860077,0.03791061416268349,0.8243498206138611,-0.3738974332809448,0.25021979212760925,0.8221026659011841,81.25527543337017
0.046842917799949646,0.24462027847766876,0.46266821026802063,0.03430173918604851,0.11876699328422546,0.6630061864852905,-0.3738974332809448,0.25021979212760925,0.8221026659011841,76.66637842903562
0.03295889496803284,0.2632477283477783,0.4825153946876526,0.07560241967439651,0.1168782040476799,0.7305072546005249,-0.3738974332809448,0.25021979212760925,0.8221026659011841,66.5009122729508
0.025898611173033714,0.2662988007068634,0.4684551954269409,0.0794864147901535,0.1379178911447525,0.6930449604988098,-0.3738974332809448,0.25021979212760925,0.8221026659011841,66.5009122729508
0.034977126866579056,0.25962430238723755,0.4692724943161011,0.09358877688646317,0.10915187746286392,0.7424887418746948,-0.3738974332809448,0.25021979212760925,0.8221026659011841,66.5009122729508
0.038229167461395264,0.25008320808410645,0.4573085308074951,0.08233143389225006,0.0997748151421547,0.7088041305541992,-0.3738974332809448,0.25021979212760925,0.8221026659011841,66.5009122729508
0.039289385080337524,0.2400027960538864,0.4517148733139038,0.05741935968399048,0.05703938007354736,0.6977899670600891,-0.3738974332809448,0.25021979212760925,0.8221026659011841,84.36048026879551
