right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_hand_x,right_hand_y,right_hand_z,right_hand_rotation_angle_value
0.029456818476319313,0.2547523081302643,0.46404141187667847,0.021358486264944077,0.038007453083992004,0.7100617289543152,-0.09980202466249466,-0.08602174371480942,0.7070158123970032,74.24370442303017
0.019803250208497047,0.2578911781311035,0.4493940770626068,0.011187020689249039,0.033817119896411896,0.7096725106239319,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.021627940237522125,0.2623133063316345,0.4502381980419159,0.02477356791496277,0.048398807644844055,0.7012900114059448,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.018029039725661278,0.2542339861392975,0.45082035660743713,0.013401726260781288,0.04521163925528526,0.6962831020355225,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.025153886526823044,0.2606836259365082,0.44846394658088684,0.02954730950295925,0.05178425833582878,0.6990025639533997,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.023752892389893532,0.25992268323898315,0.4456530809402466,0.02240830846130848,0.04117128252983093,0.7014440298080444,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.026524769142270088,0.2631489038467407,0.4478980600833893,0.03619388863444328,0.063529834151268,0.6954457759857178,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.025452176108956337,0.2636156380176544,0.44485461711883545,0.036425333470106125,0.052246734499931335,0.6985805034637451,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.02734760008752346,0.2706989645957947,0.4523630738258362,0.03685643523931503,0.05521716922521591,0.7001492977142334,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.02796221151947975,0.2667798101902008,0.45238208770751953,0.04435156658291817,0.054797589778900146,0.6867231130599976,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.03849920257925987,0.25092601776123047,0.46354082226753235,0.050960998982191086,0.03768179938197136,0.6931255459785461,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.0361015684902668,0.25712156295776367,0.45786985754966736,0.04747186601161957,0.0362778976559639,0.6886121034622192,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.02351561188697815,0.26866066455841064,0.4422741234302521,0.0485590398311615,0.051731083542108536,0.6813881397247314,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.044333696365356445,0.2674329876899719,0.45674774050712585,0.06413035839796066,0.053697507828474045,0.6804778575897217,-0.10056839883327484,-0.08657104521989822,0.7025886178016663,72.0186059872419
0.037769291549921036,0.2636192739009857,0.4510253965854645,0.0669822245836258,0.04607902467250824,0.6660923957824707,-0.16334272921085358,-0.05378903076052666,1.4829293489456177,93.11986830583749
0.031007882207632065,0.2735181748867035,0.4459381401538849,0.06765633821487427,0.054331183433532715,0.6504672765731812,-0.16242215037345886,-0.04875199496746063,1.4909368753433228,116.19611992393227
