right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_hand_x,right_hand_y,right_hand_z
0.1933262199163437,0.2985742390155792,0.8852561116218567,0.2289237082004547,0.056146249175071716,0.9495306015014648,0.06214899942278862,-0.016370566561818123,0.8124001622200012
0.19693085551261902,0.2995356619358063,0.8922899961471558,0.2330688238143921,0.0551832839846611,0.9598875045776367,0.009721700102090836,-0.022263867780566216,0.7976781725883484
0.19261333346366882,0.3004160225391388,0.8868058919906616,0.22813118994235992,0.05568057298660278,0.9584200978279114,0.03877129405736923,-0.03218422830104828,0.8276504874229431
0.19428114593029022,0.2983928918838501,0.887535035610199,0.239000603556633,0.05257696658372879,0.9635442495346069,0.03891327977180481,-0.032309602946043015,0.827784538269043
0.19478332996368408,0.2983591854572296,0.8865326046943665,0.23572809994220734,0.05338272824883461,0.9651156067848206,0.03906158730387688,-0.032332759350538254,0.8278928399085999
0.18698017299175262,0.2967492640018463,0.8764423727989197,0.23495212197303772,0.055799633264541626,0.9598098993301392,0.028037095442414284,-0.024564046412706375,0.818144679069519
0.18771018087863922,0.2953202724456787,0.879474937915802,0.23490145802497864,0.05483562871813774,0.9521846175193787,0.029952963814139366,-0.02771717682480812,0.8133310079574585
0.19869978725910187,0.2976236045360565,0.8887553811073303,0.24095340073108673,0.05263834446668625,0.960572361946106,0.0033848078455775976,-0.008788833394646645,0.7707250714302063
0.19930493831634521,0.299958199262619,0.894681453704834,0.2520156800746918,0.05646050348877907,0.9698451161384583,0.010071207769215107,-0.016927452757954597,0.7829740643501282
0.198442280292511,0.2986396849155426,0.8952125906944275,0.26336193084716797,0.05608293414115906,0.9687678813934326,-0.0051435381174087524,-0.011940579861402512,0.773076593875885
0.20284780859947205,0.29892081022262573,0.893366813659668,0.2621132731437683,0.057169750332832336,0.9517077207565308,0.0008599237189628184,-0.010888684540987015,0.7741532921791077
0.2013782262802124,0.29802951216697693,0.8914282321929932,0.26732495427131653,0.057261448353528976,0.9483773112297058,-0.00044015314779244363,-0.012978446669876575,0.7680707573890686
0.19589722156524658,0.2934436500072479,0.8811688423156738,0.26778000593185425,0.05189995467662811,0.9277636408805847,-0.06654363870620728,0.007455965969711542,0.6978042125701904
0.19144684076309204,0.2948143482208252,0.8817431926727295,0.2807486653327942,0.05273830518126488,0.9367114901542664,-0.018204666674137115,0.01799054630100727,0.7383269667625427
0.19254180788993835,0.29909342527389526,0.8840736150741577,0.30201274156570435,0.04661573842167854,0.9505051374435425,-0.03094250150024891,0.02466703951358795,0.72609543800354
0.19038540124893188,0.2913484573364258,0.8806602358818054,0.3019615411758423,0.03714954853057861,0.935062050819397,-0.05042528733611107,0.032993629574775696,0.7056637406349182
0.17973029613494873,0.2784116864204407,0.8612188100814819,0.3080480098724365,0.027480466291308403,0.9086026549339294,-0.0877079963684082,0.045733414590358734,0.6675378680229187
0.1772458851337433,0.2756101191043854,0.857979416847229,0.30462050437927246,0.022400088608264923,0.8858263492584229,-0.09064844995737076,0.05056218057870865,0.6647939682006836
0.18394099175930023,0.2774229943752289,0.8606485724449158,0.30163636803627014,0.016389628872275352,0.8508861064910889,-0.09017036110162735,0.05162467435002327,0.666000247001648
0.19032353162765503,0.2744239866733551,0.8604475855827332,0.310267835855484,0.021607717499136925,0.8406414985656738,-0.08779128640890121,0.050075892359018326,0.6708117723464966
0.189094677567482,0.27523937821388245,0.8529430031776428,0.30317193269729614,0.031600844115018845,0.8118077516555786,-0.08492603152990341,0.04727347940206528,0.6749145984649658
0.184479221701622,0.27781927585601807,0.8499727845191956,0.30559685826301575,0.035436660051345825,0.8046748042106628,-0.08343090116977692,0.04780390486121178,0.677670419216156
0.1887146681547165,0.2788216769695282,0.8463161587715149,0.30984336137771606,0.042964037507772446,0.7919037342071533,-0.08220472186803818,0.048102300614118576,0.6786282062530518
0.18825110793113708,0.2913638651371002,0.8535370826721191,0.31789547204971313,0.053781114518642426,0.7875052094459534,-0.08066917210817337,0.04691636562347412,0.6792345643043518
0.1922982931137085,0.2914012670516968,0.8602524399757385,0.32061827182769775,0.05323122814297676,0.7955626249313354,-0.07714252918958664,0.042013708502054214,0.6774596571922302
0.18470150232315063,0.2973771095275879,0.8488931655883789,0.32379186153411865,0.051033865660429,0.8031880855560303,-0.0826476588845253,0.03974103182554245,0.6655309796333313
