right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_hand_x,right_hand_y,right_hand_z
0.185244619846344,0.3031347393989563,0.8760979771614075,0.2105056792497635,0.06327416747808456,0.9380124807357788,0.19343701004981995,-0.10215884447097778,0.8514561057090759
0.19062183797359467,0.3032306730747223,0.8825199604034424,0.2131647765636444,0.06184215843677521,0.9348467588424683,0.19353219866752625,-0.10216374695301056,0.8515975475311279
0.1904517412185669,0.30324476957321167,0.8864014744758606,0.21117007732391357,0.06312357634305954,0.9391071200370789,0.19371913373470306,-0.10221103578805923,0.851592481136322
0.18998318910598755,0.3058741092681885,0.8831804990768433,0.20938941836357117,0.06270141899585724,0.9325519800186157,0.19380033016204834,-0.10245978087186813,0.8509396314620972
0.18760240077972412,0.3017675578594208,0.8785086870193481,0.2104209065437317,0.06155141070485115,0.9334232807159424,0.19400234520435333,-0.10271938890218735,0.8512600064277649
0.1852377951145172,0.303026020526886,0.8761539459228516,0.20862062275409698,0.061988379806280136,0.9351769089698792,0.19473189115524292,-0.10291976481676102,0.8515309691429138
0.18620160222053528,0.3023359179496765,0.8829140067100525,0.21432426571846008,0.06100413203239441,0.9375691413879395,0.20114481449127197,-0.10083308070898056,0.8503611087799072
0.1936255842447281,0.2983277440071106,0.8959794044494629,0.22767497599124908,0.06942064315080643,0.9520418047904968,0.10062653571367264,-0.10116792470216751,0.7599917054176331
0.19726930558681488,0.3065374791622162,0.9033427238464355,0.24028663337230682,0.09648318588733673,0.9577752947807312,0.20012503862380981,-0.10558458417654037,0.8390859961509705
0.19452765583992004,0.3070003092288971,0.8981094360351562,0.25566452741622925,0.10056553781032562,0.9707200527191162,0.16201616823673248,-0.08150643855333328,0.809664249420166
0.20356296002864838,0.3103210926055908,0.9085323810577393,0.26101154088974,0.09429245442152023,0.9712108969688416,0.10115575790405273,-0.061282481998205185,0.7491647601127625
0.2034553587436676,0.3134583830833435,0.9144194722175598,0.2513278126716614,0.089232437312603,0.9620779752731323,0.04130646213889122,0.03628399968147278,0.7927052974700928
0.18673916161060333,0.30689188838005066,0.883674144744873,0.23600387573242188,0.06732486188411713,0.9501009583473206,-0.02016325294971466,0.02104799635708332,0.7208849191665649
0.19150309264659882,0.3027989864349365,0.8932379484176636,0.24180780351161957,0.06015739217400551,0.9706279635429382,-0.04130174592137337,0.0212582778185606,0.7002823948860168
0.1910778433084488,0.3024959862232208,0.8931323289871216,0.23863908648490906,0.06039398908615112,0.9784014225006104,0.10203944891691208,-0.015156642533838749,0.814455509185791
0.1992548257112503,0.297817200422287,0.89667147397995,0.22788892686367035,0.05841050297021866,0.9627922177314758,0.07302579283714294,-0.012574704363942146,0.7917650938034058
