image_name,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w
pose_00.png,0.08685078648479883,-0.2883262607276291,0.6428358570707706,-0.30680678562223446,0.6281823357421946,-0.5583089309653426,0.44670760790697234
pose_01.png,0.07710964295683953,-0.37431572355107967,0.5516953056926102,-0.3739318769180305,0.5877415035308603,-0.5271908072130432,0.486625861665718
pose_02.png,0.18848962314220313,-0.37888930912019714,0.5202099628594932,-0.3686210195383958,0.6162993958642566,-0.46450566732318155,0.5181969544839795
pose_03.png,0.2675241471492209,-0.3207586371967848,0.5028906965730717,-0.3167270468737632,0.6893393382321649,-0.30269032529565043,0.5769521830417833
pose_04.png,0.23373290487207798,-0.35374057706079315,0.5025972742091267,-0.15232524304211348,0.8124763626298585,-0.19813759690694688,0.5267073885867334
pose_05.png,0.25640637817113787,-0.23740597522918083,0.5014330242339262,-0.2849764244060862,0.6929867556640954,-0.2423966375550689,0.6162805076496174
pose_06.png,0.18484891812420712,-0.17579615016405187,0.5450488332356496,-0.2172465876267236,0.6560662347203157,-0.35980596563238737,0.6268338559138278
pose_07.png,0.1823631344393824,-0.16176900251378248,0.5525179305480629,-0.10571118075773764,0.8010473819961641,-0.45664274042118397,0.3723246509170827
pose_08.png,0.2578362666933718,-0.1779294966777896,0.5764412630665665,-0.38191419680710154,0.7304656240650321,-0.40986406565655464,0.39060589603838436
pose_09.png,0.19891441611985924,-0.2937734885449382,0.4176997481566718,-0.218526632724285,0.8044349879433331,-0.3219103846784506,0.44889215319380094
pose_10.png,0.19127446623247962,-0.47183635914296074,0.30567411119176635,-0.20272668593705698,0.8142071261596087,-0.29434316603142074,0.4575267720368815
pose_11.png,0.0001446081214126945,0.22314998434360228,0.6939499869776768,-0.7071067645473502,0.00010514306144564933,7.165692446610975e-05,0.7071067863778425
